podcast_title,podcast_url,episode_title,published_relative,published_at_est,duration_minutes,play_count,comment_count,like_count,completion_rate,data_source,subscribers,days_since_publish,snapshot_at
张小珺Jùn｜商业访谈录,https://www.xiaoyuzhoufm.com/podcast/626b46ea9cbbf0451cf5a962,133. 对谢赛宁的7小时马拉松访谈：世界模型、逃出硅谷、AMI Labs、两次拒绝Ilya、杨立昆、李飞飞和42,,2026-03-16 04:01:08.137,405,159491,499,1402,,web_next_data,264582,78,2026-06-02 17:21:25
张小珺Jùn｜商业访谈录,https://www.xiaoyuzhoufm.com/podcast/626b46ea9cbbf0451cf5a962,132. 对星海图创始人高继扬的3小时访谈：鲶鱼、曾国藩、Waymo与Momenta的两面、一只狼与许华哲的离开,,2026-02-13 10:00:00.000,185,48998,67,301,,web_next_data,264582,109,2026-06-02 17:21:25
张小珺Jùn｜商业访谈录,https://www.xiaoyuzhoufm.com/podcast/626b46ea9cbbf0451cf5a962,131. 印奇出任阶跃星辰董事长的访谈：聪明人的诱惑、取舍、超长链路残酷淘汰赛、阶跃函数和超多元方程,,2026-01-26 01:30:13.125,121,52946,106,246,,web_next_data,264582,127,2026-06-02 17:21:25
张小珺Jùn｜商业访谈录,https://www.xiaoyuzhoufm.com/podcast/626b46ea9cbbf0451cf5a962,130. 张月光创业两年首次访谈：妙鸭不是AI Native产品、流程到上下文设计、One Way Door和乙女游戏,,2026-01-22 00:00:00.000,194,49652,176,663,,web_next_data,264582,131,2026-06-02 17:21:25
张小珺Jùn｜商业访谈录,https://www.xiaoyuzhoufm.com/podcast/626b46ea9cbbf0451cf5a962,129. 全球大模型第一股的上市访谈，和智谱CEO张鹏聊：敢问路在何方？,,2026-01-08 01:09:14.477,147,135641,149,522,,web_next_data,264582,145,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样41 | ZARA创始人，竟然还是全球“最大地主”,,2026-05-31 23:00:00.000,6,19696,25,13,,web_next_data,780460,1,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.258 为什么到处都是泰兰尼斯的广告？,,2026-05-27 23:00:00.000,36,46282,176,79,,web_next_data,780460,5,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,城市就是这样19｜沈从乐：新一线“坦白局”,,2026-05-24 23:00:00.000,61,38623,100,86,,web_next_data,780460,8,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.257 为什么上证是“综指”、深证用“成指”？,,2026-05-20 23:00:00.000,29,36771,48,64,,web_next_data,780460,12,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样40 | 美光和麦当劳有什么关系？,,2026-05-17 23:00:00.000,12,33416,35,54,,web_next_data,780460,15,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,专访腾竞体育冯骁：从业十五年，如何从0开始搭建职业电竞赛事,,2026-05-14 23:00:00.000,87,24674,56,60,,web_next_data,780460,18,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.256 职业电竞，“职业”在哪儿？,,2026-05-13 23:00:00.000,35,34982,74,76,,web_next_data,780460,19,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样39 | 汽车轮胎涨价两轮，为何无人知晓？,,2026-05-10 23:00:00.000,9,32944,28,45,,web_next_data,780460,22,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.255 戴比尔斯与破灭的钻石神话,,2026-05-06 23:00:00.000,39,48490,71,146,,web_next_data,780460,26,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,一则好消息,,2026-04-29 01:13:16.530,1,9977,40,6,,web_next_data,780460,34,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.254 大牌的创意总监为什么成了高危职业？,,2026-04-22 23:00:00.000,37,55114,90,79,,web_next_data,780460,40,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.253 西南航空，从特立独行到泯然众人,,2026-04-15 23:00:00.000,41,55592,69,146,,web_next_data,780460,47,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,商业小样38 | 拿什么回馈你，我的股东,,2026-04-12 23:00:00.000,11,33757,29,36,,web_next_data,780460,50,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.252 张雪为什么能赢？,,2026-04-08 23:00:00.000,41,64972,78,140,,web_next_data,780460,54,2026-06-02 17:21:25
商业就是这样,https://www.xiaoyuzhoufm.com/podcast/6022a180ef5fdaddc30bb101,Vol.251 不想做小红书的“得物”开不了“韩国优衣库” feat. 现在进行时,,2026-04-01 23:00:00.000,61,74947,119,109,,web_next_data,780460,61,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E238｜聊聊Harness时代AI-First的组织架构：从信任人到信任AI,,2026-05-25 00:00:00.000,65,42832,113,194,,web_next_data,564513,8,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E237｜央视和FIFA谈判纷争背后，体育赛事转播权的博弈与生意,,2026-05-21 00:00:00.000,66,34797,50,100,,web_next_data,564513,12,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E236｜99%的作业都是AI写的：当代名校生眼里，大学还剩下什么？,,2026-05-15 00:00:00.000,82,69460,274,855,,web_next_data,564513,18,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E235｜20年内CAR-T治愈癌症？与刘诚博士聊聊癌症治疗的底层哲学,,2026-05-09 00:00:00.000,70,37011,96,324,,web_next_data,564513,24,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E234｜未来实拍电影还存在吗？与导演陆川聊聊AI给影视人的恐惧与自由,,2026-04-22 06:00:00.000,40,40862,83,149,,web_next_data,564513,41,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E233｜硅谷右翼的权力网如何形成？聊聊彼得·蒂尔的思想启蒙拼图,,2026-04-17 00:00:00.000,50,46478,76,118,,web_next_data,564513,46,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E232｜餐饮出海有新招儿吗？从鼎泰丰与贡茶拿下美国初代销冠聊起,,2026-04-10 00:00:00.000,67,37253,88,56,,web_next_data,564513,53,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E231｜从B2B到A2A：Agent新基建，如何让“一人企业”做全球生意？,,2026-04-01 00:00:00.000,59,62383,45,236,,web_next_data,564513,62,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E230｜1万亿收入预期背后：英伟达的巅峰与软肋,,2026-03-26 00:00:00.000,66,76421,76,275,,web_next_data,564513,68,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E229｜从手工作坊到全球第一：中国动力电池逆袭史,,2026-03-20 00:00:00.000,65,49850,114,141,,web_next_data,564513,74,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E228｜谷歌TPU能撼动英伟达吗？前TPU工程师首次揭秘,,2026-03-13 00:00:00.000,67,52565,76,184,,web_next_data,564513,81,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E227｜美国医疗市场AI争夺战：巨头押注，创业公司能赢吗？,,2026-03-04 00:00:00.000,60,81465,79,293,,web_next_data,564513,90,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E226｜聊聊DeepMind创始人哈萨比斯：一个科学家与失控的AI竞赛,,2026-02-26 00:00:00.000,73,59360,161,250,,web_next_data,564513,96,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E225｜SaaS业数千亿市值蒸发：AI如何变革组织架构？,,2026-02-14 00:00:00.000,56,57350,176,194,,web_next_data,564513,108,2026-06-02 17:21:25
硅谷101,https://www.xiaoyuzhoufm.com/podcast/5e5c52c9418a84a04625e6cc,E224｜深度拆解Clawdbot，为何它能成为2026年第一个现象级产品？,,2026-02-04 00:00:00.000,80,143956,152,755,,web_next_data,564513,118,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,475 湘西的民风、巫鬼与文学创作：从平江不肖生到沈从文,,2026-06-02 08:47:53.354,66,735,8,2,,web_next_data,1183352,0,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,日本谍报物语04｜战时日军情报网：华北治安战、太平洋情报战与「终战媾和」工作的成败,,2026-05-29 09:30:35.062,117,9294,43,14,,web_next_data,1183352,4,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,午后偏见045｜拉美是一种命运：被遮蔽的思想、抗争与另一种现代性,,2026-05-26 07:47:22.219,77,59513,242,229,,web_next_data,1183352,7,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,日本谍报物语03｜特高课、满铁调查部与昭和时代对内情报控制的升级,,2026-05-22 09:23:39.359,113,14760,46,89,,web_next_data,1183352,11,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,474 三百年细说从头：孙立天谈传教士档案视角的康熙废储与夺嫡疑云,,2026-05-19 09:21:09.582,123,98808,334,356,,web_next_data,1183352,14,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,473 漫谈卢梭：是革命恐怖师爷还是启蒙民权先驱？,,2026-05-15 09:57:32.016,69,70872,164,243,,web_next_data,1183352,18,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,472 港英「政治部」轶闻：冷战前线的谍都香港与英国殖民地情报网,,2026-05-12 09:53:57.720,84,97586,214,387,,web_next_data,1183352,21,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,日本谍报物语02｜对俄情报桥头堡：黑龙会、日俄战争与关东军特务网的建立,,2026-05-08 09:01:51.629,123,18702,67,69,,web_next_data,1183352,25,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,471 当江户幕府开始「性转」：漫画《大奥》的历史想象与权力书写,,2026-05-05 10:05:08.622,69,45899,167,157,,web_next_data,1183352,28,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,日本谍报物语01｜明治对华特务潮：倒幕开国、大陆政策与甲午战争,,2026-05-01 10:33:48.925,132,30520,115,109,,web_next_data,1183352,32,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,470 爪哇国探奇：从婆罗浮屠、科莫多龙到歹土传说,,2026-04-27 09:52:36.204,150,94055,268,271,,web_next_data,1183352,36,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,469 五胡之外：丁零、稽胡、中古弥勒信仰与华北胡人入塞,,2026-04-24 10:00:09.053,67,68053,167,141,,web_next_data,1183352,39,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,468 演员的自我修养：漫谈港片黄金二十年的表演艺术与时代风格,,2026-04-21 09:22:12.796,96,80099,173,206,,web_next_data,1183352,42,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,467 霍尔木兹海峡千年史：从苏美尔文明、葡萄牙大征服到现代中东冲突,,2026-04-17 09:44:28.533,73,147442,212,313,,web_next_data,1183352,46,2026-06-02 17:21:25
忽左忽右,https://www.xiaoyuzhoufm.com/podcast/5e4ee557418a84a0466737b7,466 悟空中队、鸿翔伞兵与笕桥精神：邹德怀谈抗战空军老照片收藏,,2026-04-14 09:29:52.015,76,33454,213,259,,web_next_data,1183352,49,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#390  从「关税战」到接受「战略稳定」，特朗普变了吗？,,2026-05-25 11:45:00.000,62,48533,53,92,,web_next_data,783198,8,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#389  美元霸权正在走弱吗：从荷兰、英国到美国，货币霸权如何兴衰,,2026-05-21 11:30:00.000,63,57032,46,132,,web_next_data,783198,12,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#388  从铁路大亨到科技巨头：镀金时代的喧嚣与困境，正在重演吗？,,2026-05-14 08:00:00.000,63,33155,68,108,,web_next_data,783198,19,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#387  一场影响了一众 AI 大佬的「思想实验」：从道德哲学开始的思辨、落地、演变和影响,,2026-04-30 10:00:00.000,75,54704,163,239,,web_next_data,783198,33,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#386  为什么是巴基斯坦：美伊谈判背后那个意料之外的调停者,,2026-04-23 09:30:00.000,40,60768,59,146,,web_next_data,783198,40,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#385  半个世纪后，人类重返月球的艰难、野心和新逻辑,,2026-04-16 11:00:00.000,71,91165,291,336,,web_next_data,783198,47,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#384  「龙虾」和 vibe coding 正如何改变我们的思维：一场来自小白、创业者和工程师不同视角的讨论,,2026-04-02 10:15:00.000,66,80930,119,319,,web_next_data,783198,61,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#383  导弹、黑雨与撕裂的城市：一个中国人的战时德黑兰记录,,2026-03-27 11:30:00.000,46,60601,255,258,,web_next_data,783198,67,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#382  推翻、改造、失控：从历史视角看美国的中东介入和事与愿违,,2026-03-19 06:15:00.000,57,105949,214,243,,web_next_data,783198,75,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#381  当AI公司Anthropic对抗五角大楼，这是 AI 的奥本海默时刻吗,,2026-03-12 06:30:00.000,56,51813,170,255,,web_next_data,783198,82,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#380  从北京到华盛顿：从默茨之行看中美欧三角关系,,2026-03-05 06:00:00.000,54,64175,110,129,,web_next_data,783198,89,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#加更|连线迪拜：美伊升级后的海湾困境、战火外溢和秩序挑战,,2026-03-03 01:30:00.000,29,81786,191,138,,web_next_data,783198,91,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#379  激励还是干预：平台治理到底在「管」什么,,2026-02-05 06:45:00.000,75,46461,180,244,,web_next_data,783198,117,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#378  塔利班关闭学校之后，阿富汗女孩的四年|英文版,,2026-01-29 10:45:00.000,37,36406,169,501,,web_next_data,783198,124,2026-06-02 17:21:25
声东击西,https://www.xiaoyuzhoufm.com/podcast/5e2831ed418a84a046231c00,#378  塔利班关闭学校之后，阿富汗女孩的四年|中文版,,2026-01-29 10:45:00.000,36,56761,426,1236,,web_next_data,783198,124,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,存储三巨头破万亿市值，存储超级周期何时能见顶？| S10E13,,2026-05-29 06:00:00.000,45,15782,30,47,,web_next_data,334926,4,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,华为的「韬定律」，是创新还是噱头？| Bonus,,2026-05-27 14:00:00.000,17,14544,68,37,,web_next_data,334926,6,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,7000 亿美元砸向 AI：这是下一代互联网，还是泡沫重演？| S10E12,,2026-05-20 09:00:00.000,58,22196,53,137,,web_next_data,334926,13,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,从央视纪录片到爆款 AI 短剧：第一批「转身」的导演 | S10E11,,2026-05-13 09:15:00.000,43,15826,33,40,,web_next_data,334926,20,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,探访 Hacker House：硅谷年轻人，正在搬进「AI 创业宿舍」| S10E10,,2026-05-08 08:30:00.000,40,13704,24,32,,web_next_data,334926,25,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,Google 的 AI 策略：不赌模型，赌什么？| Google Cloud Next 现场 S10E09,,2026-04-29 07:00:00.000,40,18651,24,37,,web_next_data,334926,34,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,英文访谈｜和 Danilo McGarry 聊企业 AI 转型：1400 个项目之后的实用 framework | S10E08,,2026-04-22 06:00:00.000,43,10798,14,34,,web_next_data,334926,41,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,续航、安全、成本，动力电池的「终极方案」是什么？| S10E07,,2026-04-15 11:30:00.000,52,17524,13,43,,web_next_data,334926,48,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,马斯克要建「芯片超级工厂」，数据中心为什么想「上天」？| S10E06,,2026-04-09 08:45:00.000,38,19175,17,45,,web_next_data,334926,54,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,OpenClaw 内部视角：一线维护者看到的问题、风险和下一步 | 硅谷徐老师  S10E05,,2026-04-01 09:30:00.000,52,23499,27,46,,web_next_data,334926,62,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,GTC 2026：AI的下一个战场不是模型，而是「推理系统」| S10E04,,2026-03-25 06:30:00.000,59,24709,61,69,,web_next_data,334926,69,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,Bonus | AI 制药，怎样才能真正商业化？,,2026-03-18 07:30:00.000,44,15201,38,41,,web_next_data,334926,76,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,杀伤链上的红线之争：当 AI 能够决定战场上的生死，人类离集体卸责还有多远？| S10E03,,2026-03-12 06:45:00.000,56,21735,75,76,,web_next_data,334926,82,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,职业巨变生存指南（下）：HR 视角下的人才流动与职场竞争力 | S10E02,,2026-03-06 10:30:00.000,49,61159,80,355,,web_next_data,334926,88,2026-06-02 17:21:25
What's Next｜科技早知道,https://www.xiaoyuzhoufm.com/podcast/5e74b52c418a84a046ecaceb,职业巨变生存指南（上）：硅谷视角下的岗位重构与「超级个体」崛起 |S10E01,,2026-03-04 09:15:00.000,38,41328,56,129,,web_next_data,334926,90,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【15】吴晓波×梁建章（下）：AI时代，还需要这么多人口吗？,,2024-07-10 11:25:22.972,33,1493,1,1,,web_next_data,6395,692,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【14】吴晓波×梁建章（上）：AI时代，还需要这么多人口吗？,,2024-07-10 11:16:32.979,30,2214,9,1,,web_next_data,6395,692,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【13】吴晓波对谈任泽平（下）：哪些行业可能会困境反转？,,2022-06-02 05:49:41.936,38,1817,7,4,,web_next_data,6395,1461,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【12】吴晓波对谈任泽平（中）：未来有哪些值得期待的新赛道、新商业模式？,,2022-06-02 05:48:25.637,37,1574,1,1,,web_next_data,6395,1461,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【11】吴晓波对谈任泽平（上）：疫情之下，你的职业规划发生了什么变化?,,2022-06-02 05:47:32.703,31,1832,5,4,,web_next_data,6395,1461,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【10】吴晓波对谈刘润（下）：企业经营就是要治病、养生，然后活下来,,2022-05-20 09:47:27.426,32,676,0,4,,web_next_data,6395,1474,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【09】吴晓波对谈刘润（中）：给自己设一条“止损线”,,2022-05-20 09:45:43.395,38,835,3,12,,web_next_data,6395,1474,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【08】吴晓波对谈刘润（上）：特殊情况下，企业自救的10条纪律,,2022-05-20 09:41:40.110,34,1423,3,1,,web_next_data,6395,1474,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【07】吴晓波对话吴伯凡方兴东：究竟由谁来反垄断（下）,,2021-12-07 04:00:00.000,38,1245,3,2,,web_next_data,6395,1638,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【06】吴晓波对话吴伯凡方兴东：究竟由谁来反垄断？（上）,,2021-11-30 03:59:19.855,33,1861,5,3,,web_next_data,6395,1645,2026-06-02 17:21:25
吴聊 | 晓波会客厅,https://www.xiaoyuzhoufm.com/podcast/616548f08c45a4b92321bbca,【05】吴晓波对话秦朔蒋昌建：你还有少年感吗？（下）,,2021-11-23 04:00:00.000,23,857,4,2,,web_next_data,6395,1652,2026-06-02 17:21:25
